,text
492,We received a questionnaire from #HS2 today asking for villager’s ‘views’ on the ‘concrete finishing on viaduct parapets.’ Pass me the smelling salts.\nThis was enclosed - https://t.co/21Uz7F15wo https://t.co/qVZ1rr5OVX
494,I have spoken to #HS2 minister @Andrew4Pendle this afternoon amid constituents' concerns about ongoing work. He confirmed that @HS2ltd must comply with all government guidance. His team is urgently investigating reports of contractors failing to obey social distancing rules.
496,"Live online shortly [7.30pm on zoom. We'll be hearing from community campaigners -sharing their experiences of taking on big industry &amp; hope this will help us all take the next step against #HS2 with new confidence, tactics and the growing Anti Hs2 family] https://t.co/3UUT0gvFZJ"
505,Can #HS2 work in a post COVID world?\n\nShould a modest measure  of social distancing and working from home become the norm in the long run after this global event is the demand there any longer to justify this project?\n@theousherwood @mrjamesob .\n\nCould we us the cash on the #nhs
515,🚆🚨 The results of our latest reader #survey have landed and they make for some fascinating reading. \n\nTake a look at the findings of PBC Today's #HS2 survey here! 🚆🚨 https://t.co/KtKL2XTmzi \n\n#constructionworker #aec #engineering #railnetwork #trains
516,"The high-speed rail project has gone “badly off course” and the #government needs to give regular, accurate and open updates on the problems the scheme is facing, says a new report https://t.co/NLKf1memOg \n\n#infrastructure #hs2 #highspeedrail"
519,"The high-speed rail project has gone “badly off course” and the #government needs to give regular, accurate and open updates on the problems the scheme is facing, says a new report https://t.co/pr8FT1IBew \n\n#infrastructure #hs2 #highspeedrail"
523,📢 Here's our president @Steve_D_Allen with details of 3⃣ exciting webinars coming up:\n\n🚆 #HS2 Interchange opportunities\n🏅 Commonwealth Games procurement\n🇺🇸 UK-US business relations during #COVID19 \n\n#KeepBusinessMoving https://t.co/90HqGCqJzC
524,GrBhamChambers: 📢 Here's our president Steve_D_Allen with details of 3⃣ exciting webinars coming up:\n\n🚆 #HS2 Interchange opportunities\n🏅 Commonwealth Games procurement\n🇺🇸 UK-US business relations during #COVID19 \n\n#KeepBusinessMoving https://t.co/A3U490z7Cj
526,"#hs2\n\n#This includes appointing the first dedicated HS2 minister”\n\nPure spin—what were Nusrat Ghani,Paul Maynard,Andrew Jones et al doing??\n https://t.co/kQ0EHVsnFe"
527,Daily #engineering and #construction briefing:\n- #HS2 to use multi mode tunnelling machines https://t.co/YkYtQ3TyN1\n- #TfL urged to engage with suppliers https://t.co/MusFeLzXIl \n- Remote monitoring opportunities afoot in #Covid recovery https://t.co/emSvyeFtgt
530,"High Speed 2 | #HS2 to use multi mode tunnelling machines for its Chiltern Tunnels, with work due to start in the first half of 2021 https://t.co/YkYtQ3TyN1"
535,"I'll take it as a compliment even uf not intended as one. Money for #HS2 could be better spent on universal broadband n coverage. Enable more to wk from home, assist small n remote businesses n save planet. Plus if we'd already had it t n t would wk better. https://t.co/4mckSrC2BI"
538,"“A lack of capability continues to be an issue; HS2 Ltd recently assessed that while it had improved its capabilities in most areas, it still has gaps in key areas such as risk management and assurance, project management and project controls.""\n#HS2 \n\nhttps://t.co/tYouK9cpP0"
541,#HS2 is about so much more than just making journeys faster. Capacity and connectivity are at the centre of the entire project. https://t.co/zzfePMBQzC
543,Two CPCS Forward Tipping Dumper tests took place this morning at RMF’s training site with both candidates successfully passing and are now ready for employment ✅\n\n#HS2 #Construction #Training https://t.co/zlIY0MtR5X
549,🕧Afternoon wrap: \n1. #Crossrail to support social distancing: https://t.co/9zN9pKt3Ls \n2. MPs scrutinise #HS2: https://t.co/ZEmuewGQyG \n3. @Lendleaseuk bags office job: https://t.co/N6nhbe7coH \n4. Social distancing on @WillmottDixon sites: https://t.co/ddXRyJTibT
553,Please don’t hold your breath for it 🤦🏻‍♀️👏🏽👏🏽👏🏽Well done for you consistent tweets on #HS2 with what’s been going on  @grantshapps @BorisJohnson_MP https://t.co/0bnZ2r1Hm5
567,"Everything that has happened to the Heads of the Valleys in the six years since work started - worth a read for people constantly knocking #hs2 , for a bit of perspective. https://t.co/1b9J5RuEPM"
570,"#HS2 has engaged with 367 businesses of all sizes in #Yorkshire and The Humber, with 90 delivering work on the project so far. Find out more: https://t.co/NFGprh7q2N https://t.co/oJQOjmdwgc"
575,HS2 adopts CESAR ECV plant emissions scheme to promote clean air. \n\n#Rail #Railway #HS2 #Construction #Emissions #Environment  \n@CESARscheme @HS2ltd  \nhttps://t.co/E6AsXGGKjV
581,"Hoping to enjoy a boiled egg &amp; toast with homemade marmalade in my little back garden. What with fighting off #Powerday flies &amp; listening to the sound of #HS2 lorries on a bank holiday Monday, it’s rather stressful. https://t.co/jq6gLzqnKt"
583,“HS2 funding played a major role in re-greening Birmingham.” #Birmingham Trees for Life has benefited from #HS2 community funding. Communities along the HS2 route have been awarded over £5 million since March 2017. Watch our video to find out more about @BhamTrees4Life work: https://t.co/q6Sr0K9cNA
586,"This is a great issue of @WoodlandTrust's Wood Wise magazine https://t.co/xelrdnkUjs. Excellent articles on how best to enhance our woodlands so we get ALL the benefits, not just CO2. We'd love to see these principles put to work in the woodland planting work being done by #HS2."
590,"When essential maintenance to #Infrastructure such as bridges requires safe #TemporaryAccess, did you know that HAKI is often the ideal solution?  Our support throughout the project lifecycle helps projects run smoothly from the outset. Learn more &gt; https://t.co/9igBh6UIpV\n#HS2 https://t.co/3Od9fjv2Hn"
594,"#HS2 lots of fuss about Dom travelling during lockdown, no fuss at all about HS2 workers travelling 2 / 3 to a car from Liverpool &amp; Manchester down midlands &amp; south"
595,"#HS2 Beleben - Manipulation of the economic case is still happening, and if anything, the HS2 project is becoming less, rather than more transparent\n\nthe BCR for phase one would have been 0.8 without WEIs, and 1.0 with WEIs [i.e., ‘Poor’ value for money]\n\nhttps://t.co/tuEH8MRWdE"
598,"Two of our tunnel boring machines are launching next year and #HS2 is asking you to choose a name for them. Simply vote for your favourite from the 3 names suggested by local school children. Will it be Cecilia, Florence or Marie? Find out more and vote: https://t.co/TDueUvi4aS https://t.co/i6TU8QkmAh"
609,"An opportunity perhaps here for @FlyLoganair to examine consolidation\nEspecially if @transcotland progress more ""right scale"" project options to follow through with @NetworkRailEGIP teams progressively delivering capacity &amp; speed in Scotland\nWhere #HS2 has failed in same time &gt;&gt; https://t.co/UlwRq6nbQW"
613,"Crossrail work has been stopped and will continue to be paused, but #HS2 workers have been on site throughout the lockdown https://t.co/HkIk9SE55g"
616,Another £90K job on #HS2 being advertised. Those of you in #Buckinghshire might become familiar with whoever is going to be the COMMERCIAL MANAGER (HS2) - BUCKINGHAMSHIRE postholder. See https://t.co/coMvCxXjQp
620,29th May deadline for industry to input into ⁦@NatInfraCom⁩ Integrated Rail Plan. \n\n#HS2 #NPR and #MidlandsHub will deliver more than just railways. They will deliver a #legacy of #sustainability #SocialValue #economic stimulus #capacity #resilience https://t.co/ZwDPLQ14xQ
621,#HS2 construction is pushing ahead despite lockdown. Thanks to @sadianowshin_ for adding an update on the situation in Warwickshire to our map. https://t.co/asJmLdRurq
633,We've even got the little ones joining in with #ShowUsYourMugs for the @OnlineAgShow This is the lovely @WrightRural Sarah Beer who helps our clients with all things #HS2 #GreatestAgShow #WeAreWrightHassall @alexrobinson2 @AlsopKatie @Keri_Harwood @Wrighthassall https://t.co/GK4rPkn5qL
639,"The local block of flats being built has been costed by the Dutch equivalent of a quantity surveyor, from the local high Street. All anticipated extra work was anticipated and included in the original quote.  They renovations to #huistenbosch, #housesofparloament #hs2 have..."
641,.@hs2ltd Non-essential work with no social distancing for the past month.  #HS2 #ChrisRayner #DavidBennett #AileenThompson #TimSmart #SteveAllen #NicoleGeoghegan #NeilHayward #EmmaHead #MarkThurston https://t.co/69zEHzyGaf
649,ICYMI: #CurzonStreet #Train station has landed #planning permission from @BhamCityCouncil  @HS2ltd  #HS2 #TrainStation #Transport #Trains #NetZero https://t.co/ZbOXsG6l6S https://t.co/bMRm03Bsyw
651,Err is this meant to be a lovely evocation of what #HS2 will look like? Is it to be battery operated or even a futuristic #Maglev train? I ask because I can't see any gantries and cables spoiling the view @HS2Ltd https://t.co/BVzalBdMEp
654,Lichfield’s Woodhouse Farm has benefited from a grant from #HS2 #community funds. The community farm has renovated old buildings to make them usable year-round. Watch and find out more: https://t.co/Gkm9UMuU9D
656,Lets spend £232bn on a luxury high speed train so that one person can have a choice of 16 more services per hour they can ride on!\n\n@RishiSunak TEAR DOWN THIS TRAIN!\n\n#HS2 #RIDGE #MARR https://t.co/3hyzSCGC50
663,Are you looking for role as a Managing #QuantitySurveyor or #SeniorQuantitySurveyor on a #HS2 project? Do you want to work for a #contractor that will give you autonomy and responsibility in managing a major portfolio of work? https://t.co/ueBBuuZDYz #QSjobs #nowhiring #Calco https://t.co/c1p9RKRnql
666,"#HS2 this must be a first, a HS2 mock photo WITH the overhead gantries shown, best angle as looks lees intrusive compared to TGV\n\nhttps://t.co/8CSZ3G663x"
670,"#HS2 Christian Wolmar\n\nHS2 is not exactly shovel ready since it is highly unlikely that passengers will be able to use any of it before 2030 at the earliest, and possibly 2040 on the eastern section.\n\nhttps://t.co/VgF91juVHs"
673,"A score of #RTs now @grantshapps: I hope @LBCNews want to follow up on this, after the 1000s of impressions spark people’s interest...\n\n&amp; more from @BBCPolitics, @SkyNews, @itvnews &amp; @Channel4News, with a spokesperson from @Hs2Rebellion / @XRebellionUK would be good, too.\n\n#HS2 https://t.co/T8jQ2MvQZt"
681,"Shapps: ""Cycling will free up 9m rail journeys."" So this also undermines the oft quoted #HS2 benefit that it increases capacity on local lines. It may do so, but will that capacity still be required?\n#DailyBriefing #DailyBriefingUK"
699,Apparently Lewis Goodall also getting slammed following his reports from the North! #LevelUp going really well.....fact is if they didn’t build a luxury high speed train many of the issues highlighted by these brave journalists wouldn’t be issues! #hs2 https://t.co/7rUfEoOgpW
712,Heartbreaking This is happening all across the country with a glut around the #HS2 line to facilitate millions of lorry movements for construction https://t.co/N5ZWFGNptk
717,Anyone get themselves an @HS2ltd induction yet? @transportgovuk @DHSCgovuk @Laing_ORourke @jmurphyandsons #induction #hs2 #construction #security  #sia
722,How HS2 is Setting the Example for Carbon Net Zero Travel\n\nhttps://t.co/4e8iHePg1q\n\nBy @JGallop98\n\n#HS2 #carbonnetzero #carbonNeutral \n@HS2ltd \n@Philippa_Oldham \n@dleamo \n@VictoriaRTPI \n@StevePField \n@LUCYLucyprior\n #railway #RailwayArchitecture https://t.co/lTdYjYqLGU
732,"In this video Joe (come on, you know you love him really) measures out the width of landtake for the line through ancient woodland using an @hs2ltd map and it comes to 112m in width if I remember rightly #HS2\n\nhttps://t.co/4ctQVwzk89\n\nNo doubt you will say it's a lie, but hey... https://t.co/gbOv4OiPpL"
754,#HS2 works near Huddlesford means there will be temporary traffic lights in Cappers Lane.\nThese signals will be in operation between 9:30am and 3:30pm from the week commencing 8th June for two weeks.\nAnd so the chaos begins....\n(And b4 anyone says:  I voted against it all).
762,PAC should investigate the salary structure of HS2Ltd to guage value for money. #HS2 https://t.co/A53y6VwXcM
